result,topK,alpha,beta
0.022322091071878047,421.0,0.8693959588116751,0.7019254269166117
0.009799997975380819,322.0,1.772213689105113,1.0085990087846484
0.023059692527804144,266.0,1.8083467147161865,0.008821174813765653
0.008198377829968028,888.0,0.06833219883614028,1.3022469032530124
0.022517539952488442,487.0,0.7945509696344111,0.7068988327670893
0.018881145844581122,508.0,0.5322200838989135,0.8220622115036662
0.014441287163013692,395.0,0.712546027223609,0.9989914089661744
0.014831654024043761,455.0,1.1164895910803039,0.9162147581564477
0.027092836671704937,212.0,0.1675335615102691,0.11132990963524758
0.010476561656408787,733.0,1.5543351158580443,1.0554435968463676
0.029831092754561177,51.0,0.05864473705610336,0.12376555559093094
0.030786427401647627,10.0,0.015524629883730184,0.028331355992058355
0.007807850124176736,18.0,0.24421165440090414,1.9642261035643502
0.030985007693552682,28.0,0.3946834938674426,0.3400085487306477
0.02892853093618308,129.0,0.47159496771924103,0.41145921787469963
0.028905581875606483,158.0,0.3839906306212704,0.3774510532160494
0.02752960106000004,32.0,1.1343435218047295,0.3885047978561932
0.006198198988590161,667.0,0.006569165536564503,1.5507220023685861
0.029114150289744546,129.0,0.33711844673670893,0.24551785784567312
0.02676738473166969,965.0,0.5935958112015123,0.5335637716032826
0.024826729699815895,618.0,1.3941434465906208,0.23868847874892551
0.031214305960478587,19.0,0.17925782944136892,0.03272830169638258
0.028222306581361965,5.0,0.2449085154704919,0.03193521452109714
0.026682179750206165,119.0,0.2628609541804531,0.5538668360220944
0.027546187191807025,273.0,0.6493864561775994,0.2019761638041201
0.028772073975091673,188.0,0.46082266690287266,0.3340510015913226
0.026647582379511953,82.0,0.13840201710495736,0.5451591445182953
0.025002463286901293,332.0,1.014180073102616,0.004530983380596664
0.026966940215238648,207.0,0.00839100881870794,0.1900068610834325
0.024777106279018954,71.0,0.8558960527860009,0.6117100354641034
0.009966114620451523,378.0,0.3660395183528469,1.3194053102170358
0.02972836131807121,67.0,0.1417854368936176,0.16525190645924037
0.03123767231760331,12.0,0.16732161154009698,0.10345862561104432
0.028487347253715475,5.0,0.2625432032807326,0.31887390486587586
0.022372619947449372,256.0,1.945601984263889,0.010798005856478249
0.028088412878377968,99.0,0.1717559156547722,0.46146478328600266
0.027570429759204543,181.0,0.430755394975839,0.08550214234540927
0.021080999397112922,262.0,0.09859698901470623,0.6964663726398885
0.027170517942626028,558.0,0.5465188688272735,0.2575994811464424
0.028209800057588368,148.0,0.7228583637367103,0.1546115005650621
0.02783090379008663,335.0,0.32138401432924746,0.28081882432184013
0.029563983596083056,60.0,0.05889763180250217,0.11473336748295039
0.029976139860705225,37.0,0.00040943075169480245,0.07581101787098637
0.02331628716301265,828.0,0.18504180745270316,0.07403588018619969
0.027960826989525244,103.0,0.006143134790516255,0.003905342532301792
0.029829173865312534,32.0,0.2204959365331578,0.4384419967465911
0.02199365731742407,6.0,0.09394556248723483,0.8191563996544174
0.030261400856638077,62.0,0.314943064432163,0.1369076470857239
0.011180215869416752,227.0,0.3281308358457684,1.2223790678276192
0.02905153218694785,151.0,0.49661190655301524,0.3250110337781881
0.026727464861605373,105.0,1.3118490877482372,0.14910399775350922
0.029844403502140716,57.0,0.14734579805183592,0.09470451650322043
0.007014326431630878,45.0,0.08124333230843242,1.9294649993820265
0.029969133552891068,76.0,0.31104661046039944,0.20789418537465648
0.027704531548068043,164.0,0.22529130177643975,0.07500291701644078
0.02930315075765659,120.0,0.40375175256017637,0.25078046608135285
0.030318927041715318,26.0,0.5676840031296516,0.392681916262157
0.030178640040671393,11.0,0.5386944569657178,0.3891365586046197
0.02783595858978429,94.0,0.7838616205731966,0.4709598141413116
0.028844368633696,134.0,0.6813946000714696,0.3128580234742841
0.02554034279055476,448.0,0.5856015717737818,0.6099659235557227
0.030371111606017204,37.0,0.5044791799684809,0.37266270333930074
0.031203838678327437,31.0,0.40957219372087156,0.19257088795483865
0.030943003590324057,38.0,0.44219477980810956,0.21219427434719804
0.03076246040744247,47.0,0.4197735220688668,0.20583367426533403
0.029759084917034745,90.0,0.3882404172951297,0.1822175955379343
0.02840429511751715,191.0,0.4655032801740654,0.223700394763601
0.026579068135189798,226.0,0.6373461741319815,0.05498023876536343
0.02660321846992689,741.0,0.9732974015475285,0.29220283959207777
0.029634976874346887,6.0,0.18630090795256873,0.18885901249153572
0.02793138564949704,127.0,0.2729789973220863,0.002397405345334707
0.030108659072093476,48.0,0.4427573293377269,0.34869563610569787
0.028462700887232312,72.0,0.38600830891724525,0.4870529208533677
0.030805095517041955,40.0,0.5248217531082078,0.2638417216106468
0.02894950599287232,88.0,0.10863957717921952,0.1294318615867992
0.02566512683115522,34.0,1.7004182130968835,0.18989791230102687
0.02916969684699178,118.0,0.2803013000696049,0.2731921804339701
0.027582968901845736,166.0,0.6341492020577006,0.06669209147421212
0.008853558156066772,56.0,0.2085164422988425,1.630479292974146
0.027013689801316524,532.0,0.7731878351852333,0.24938593480662916
0.03011080629341608,7.0,0.3561001560652446,0.13365783037653747
0.0306083407569367,34.0,0.49107302762716626,0.33835793043729284
0.028797403088218532,33.0,0.4202614788716668,0.515137512910275
0.029143228323074435,81.0,0.5283970724341066,0.42064440265198444
0.029330057949104718,56.0,0.04934963260448233,0.039240886151531054
0.029537923370405325,106.0,0.4860273477423356,0.22919665279690138
0.018497470350574075,29.0,0.13740610585740262,0.9195129117695706
0.026012716859229852,145.0,0.6072350261659835,0.5894447304091328
0.029590900910627986,73.0,0.2798943970144438,0.34343495735766755
0.030752039241621683,25.0,0.7170269434200951,0.10947660291301625
0.028767249757044807,103.0,0.7106428791336086,0.10511635805611502
0.03125775541698067,24.0,0.437028703169021,0.2816082517589572
0.030385894701795247,20.0,0.8525536718453364,0.1820804897348612
0.03002813321095531,55.0,0.32464217618316715,0.040065661217779075
0.029891202578914124,83.0,0.43153736954280464,0.28616686726328683
0.031600887908072334,18.0,0.35836185552301125,0.14541539336200693
0.02863301411834507,5.0,0.3557697071582699,0.154517592958584
0.03006670220998365,62.0,0.237358667684739,0.21829969332394913
0.022639081227728786,46.0,0.04002780576826248,0.7076822601272551
0.02259943130691376,925.0,0.18667941648392344,0.04184326236692414
